"Subjects" "Activity" "Time_Body_Accelerator-Mean()-X" "Time_Body_Accelerator-Mean()-Y" "Time_Body_Accelerator-Mean()-Z" "Time_Gravity_Accelerator-Mean()-X" "Time_Gravity_Accelerator-Mean()-Y" "Time_Gravity_Accelerator-Mean()-Z" "Time_Body_AcceleratorJerk-Mean()-X" "Time_Body_AcceleratorJerk-Mean()-Y" "Time_Body_AcceleratorJerk-Mean()-Z" "Time_Body_Gyroscope-Mean()-X" "Time_Body_Gyroscope-Mean()-Y" "Time_Body_Gyroscope-Mean()-Z" "Time_Body_GyroscopeJerk-Mean()-X" "Time_Body_GyroscopeJerk-Mean()-Y" "Time_Body_GyroscopeJerk-Mean()-Z" "Time_Body_Accelerator_Magnitude-Mean()" "Time_Gravity_Accelerator_Magnitude-Mean()" "Time_Body_AcceleratorJerk_Magnitude-Mean()" "Time_Body_Gyroscope_Magnitude-Mean()" "Time_Body_GyroscopeJerk_Magnitude-Mean()" "Frequency_Body_Accelerator-Mean()-X" "Frequency_Body_Accelerator-Mean()-Y" "Frequency_Body_Accelerator-Mean()-Z" "Frequency_Body_Accelerator-MeanFreq()-X" "Frequency_Body_Accelerator-MeanFreq()-Y" "Frequency_Body_Accelerator-MeanFreq()-Z" "Frequency_Body_AcceleratorJerk-Mean()-X" "Frequency_Body_AcceleratorJerk-Mean()-Y" "Frequency_Body_AcceleratorJerk-Mean()-Z" "Frequency_Body_AcceleratorJerk-MeanFreq()-X" "Frequency_Body_AcceleratorJerk-MeanFreq()-Y" "Frequency_Body_AcceleratorJerk-MeanFreq()-Z" "Frequency_Body_Gyroscope-Mean()-X" "Frequency_Body_Gyroscope-Mean()-Y" "Frequency_Body_Gyroscope-Mean()-Z" "Frequency_Body_Gyroscope-MeanFreq()-X" "Frequency_Body_Gyroscope-MeanFreq()-Y" "Frequency_Body_Gyroscope-MeanFreq()-Z" "Frequency_Body_Accelerator_Magnitude-Mean()" "Frequency_Body_Accelerator_Magnitude-MeanFreq()" "Frequency_BodyBody_AcceleratorJerk_Magnitude-Mean()" "Frequency_BodyBody_AcceleratorJerk_Magnitude-MeanFreq()" "Frequency_BodyBody_Gyroscope_Magnitude-Mean()" "Frequency_BodyBody_Gyroscope_Magnitude-MeanFreq()" "Frequency_BodyBody_GyroscopeJerk_Magnitude-Mean()" "Frequency_BodyBody_GyroscopeJerk_Magnitude-MeanFreq()" "angle(tBody_AcceleratorMean,gravity)" "angle(tBody_AcceleratorJerkMean),gravityMean)" "angle(tBody_GyroscopeMean,gravityMean)" "angle(tBody_GyroscopeJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)" "Time_Body_Accelerator-StDev()-X" "Time_Body_Accelerator-StDev()-Y" "Time_Body_Accelerator-StDev()-Z" "Time_Gravity_Accelerator-StDev()-X" "Time_Gravity_Accelerator-StDev()-Y" "Time_Gravity_Accelerator-StDev()-Z" "Time_Body_AcceleratorJerk-StDev()-X" "Time_Body_AcceleratorJerk-StDev()-Y" "Time_Body_AcceleratorJerk-StDev()-Z" "Time_Body_Gyroscope-StDev()-X" "Time_Body_Gyroscope-StDev()-Y" "Time_Body_Gyroscope-StDev()-Z" "Time_Body_GyroscopeJerk-StDev()-X" "Time_Body_GyroscopeJerk-StDev()-Y" "Time_Body_GyroscopeJerk-StDev()-Z" "Time_Body_Accelerator_Magnitude-StDev()" "Time_Gravity_Accelerator_Magnitude-StDev()" "Time_Body_AcceleratorJerk_Magnitude-StDev()" "Time_Body_Gyroscope_Magnitude-StDev()" "Time_Body_GyroscopeJerk_Magnitude-StDev()" "Frequency_Body_Accelerator-StDev()-X" "Frequency_Body_Accelerator-StDev()-Y" "Frequency_Body_Accelerator-StDev()-Z" "Frequency_Body_AcceleratorJerk-StDev()-X" "Frequency_Body_AcceleratorJerk-StDev()-Y" "Frequency_Body_AcceleratorJerk-StDev()-Z" "Frequency_Body_Gyroscope-StDev()-X" "Frequency_Body_Gyroscope-StDev()-Y" "Frequency_Body_Gyroscope-StDev()-Z" "Frequency_Body_Accelerator_Magnitude-StDev()" "Frequency_BodyBody_AcceleratorJerk_Magnitude-StDev()" "Frequency_BodyBody_Gyroscope_Magnitude-StDev()" "Frequency_BodyBody_GyroscopeJerk_Magnitude-StDev()"
"Participant 1" "WALKING_UPSTAIRS" 0.27565175930094 -0.01749846956279 -0.111687556028213 0.691244748297806 -0.073357516354232 0.0292433205047022 0.0789350584473354 0.00958802217532602 0.00106542948340125 -0.00751737782332288 -0.0712037407003135 0.071171878369906 -0.108976507508652 -0.0412067646422884 -0.0530275390036677 -0.568693617277085 -0.568693617277085 -0.686829655981191 -0.685790712225705 -0.841069302445141 -0.65968642920721 -0.631063809806144 -0.620099063782821 -0.270705529821317 -0.0476341562885893 0.00865715859978056 -0.708436615297806 -0.714470369366771 -0.719053602761755 -0.071357810737931 -0.217788458688025 -0.200100556077429 -0.76222177675674 -0.794718831598746 -0.727933989655172 -0.178850705690282 -0.18331978409185 -0.0966530520962069 -0.627602304853605 0.0326155833460815 -0.67369461415815 0.212376024754984 -0.798522295862069 -0.0771216999021943 -0.855715204639499 0.150645176641411 -0.000274528709592477 0.0183029145282132 -0.0300062729967712 0.0452188656912226 -0.49538927539185 0.134567231668025 -0.0270630949968652 -0.622625653972727 -0.609481223381818 -0.559570191859875 -0.972743866018809 -0.96718954 -0.950879957711599 -0.689181230689655 -0.698950384526646 -0.736554297940752 -0.773204486739812 -0.789288043479624 -0.706763316564263 -0.839163286990596 -0.85182582799373 -0.814689189498433 -0.62644234031348 -0.62644234031348 -0.681256402054232 -0.764286303605016 -0.85826424630094 -0.609924941070157 -0.623861902399687 -0.562904105430721 -0.69701312448395 -0.702610021462696 -0.752713349548589 -0.779357088589342 -0.789071340626959 -0.728312224028213 -0.684658007874922 -0.693288592224765 -0.783862960934169 -0.871895930501567
"Participant 1" "WALKING_DOWNSTAIRS" 0.279618703928571 -0.0109098313321429 -0.107212642357143 0.913248390357143 -0.07350857225 -0.234496639285714 0.0726742004642857 0.00328550388571429 -0.00631489185357143 -0.0281701119357143 -0.08895779675 0.0976679464285714 -0.0987508508928572 -0.0385259668935714 -0.05288235255 -0.976108875714286 -0.976108875714286 -0.992278258571429 -0.981462877857143 -0.996268008928571 -0.991385171071429 -0.970656852142857 -0.980701494642857 0.0237912008535714 0.127117122021429 0.243151770714286 -0.994111035357143 -0.986614675 -0.988590261785714 0.250970861467857 0.109752237417857 0.137042445678571 -0.988278908928572 -0.99074199 -0.988058225357143 0.0503437353928571 -0.00852861166428571 0.159878946310714 -0.976423686428571 0.161446271535714 -0.990578261785714 0.356126059857143 -0.989360808571429 0.0621105370357143 -0.994964678928571 0.351287896928571 -0.000806001683214284 0.0132866768571429 0.0310288790714286 0.0776601632107143 -0.729338899642857 0.134123525178571 0.187719491821429 -0.991426186428571 -0.959867308571429 -0.975505261785714 -0.983549097857143 -0.963939105 -0.969234812142857 -0.994144501071428 -0.986904847857143 -0.990386079642857 -0.988492879285714 -0.9901240275 -0.987599380357143 -0.994364425 -0.9945633225 -0.995308212857143 -0.968245153214286 -0.968245153214286 -0.990755043214286 -0.985114767857143 -0.994286477857143 -0.991446920714286 -0.956914153214286 -0.973857606428571 -0.994718416071429 -0.988259423571429 -0.990779986785714 -0.988707288928571 -0.989843271428571 -0.98853009 -0.968505627857143 -0.989812450357143 -0.984957101785714 -0.993558755357143
"Participant 3" "WALKING_DOWNSTAIRS" 0.273840163337243 -0.0178597593789736 -0.109146433418974 0.68442559398827 -0.0152233680557185 0.034446006382698 0.0819519412791789 0.00892875978856305 0.00376420479398827 -0.0134969939360821 -0.0822969494902581 0.0738149495224927 -0.108541594071261 -0.0392105630283578 -0.0506234366679472 -0.534402720722991 -0.534402720722991 -0.672097400857771 -0.649409020787537 -0.794885414692082 -0.624251619672522 -0.56983128168261 -0.696778815695015 -0.239403511057771 -0.016995873316393 -0.0253474800259824 -0.693883061368035 -0.669528991571848 -0.787056163108504 -0.110535736959824 -0.200807730214223 -0.192093993868387 -0.705433392975073 -0.75675350026393 -0.704300693753666 -0.108776130378035 -0.125208506281672 -0.0615326321442229 -0.618024241602053 0.0103742827301173 -0.672734129558651 0.188861780118006 -0.750245572580645 -0.0156867579595015 -0.814893779648094 0.19618028465044 0.0136587008710264 -0.000910684023900293 0.0119932665208211 0.00308292552785924 -0.482092717536657 0.0823306684222874 -0.0163336837492669 -0.577698009837038 -0.533086469773842 -0.633623940257478 -0.970732352228739 -0.957494776187683 -0.946090451495601 -0.657082078665689 -0.641469640628739 -0.798720928709677 -0.738426650058651 -0.746115384105572 -0.69796283772522 -0.770255566920821 -0.812069447741935 -0.792166894340176 -0.607827089985044 -0.607827089985044 -0.668760327560997 -0.729231746498534 -0.810525096568915 -0.561675271377713 -0.54414527742346 -0.629338575071848 -0.650554623631378 -0.635678950093255 -0.809062716217009 -0.750438556162463 -0.742331488739003 -0.724418677480938 -0.663663157002346 -0.66731894145044 -0.76398449255132 -0.819498445953079
"Participant 5" "WALKING_DOWNSTAIRS" 0.273274972986755 -0.0176820350230828 -0.115068314257543 0.399433563708609 0.171194830033113 0.296488465325265 0.0785903172850993 0.00519452287182623 -0.00419809172773179 -0.0428361797105775 -0.0652100185251656 0.0941051494789073 -0.0867906611258278 -0.0388504449540728 -0.057436098736192 -0.563613120216523 -0.563613120216523 -0.607367910534768 -0.580716085621192 -0.712632735774172 -0.614458407791391 -0.558397491021589 -0.68349175717202 -0.234317461491788 0.0814275873960927 0.170599541069801 -0.620326659222384 -0.629206054732781 -0.709711119990066 0.00020761621821192 -0.150884901501788 0.0161425042203543 -0.567489541123841 -0.682059496633444 -0.639373330866954 -0.0134058689346358 -0.208533209441722 -0.0362153985481126 -0.588429074366126 0.112407714910185 -0.604770031429868 0.226832035395695 -0.662256693853311 -0.0255449296655629 -0.742346865324503 0.12206717039702 -0.00263463147175497 -0.0021025674397351 0.0395879696550993 -0.00192213362251656 -0.232897703046358 -0.0532322244437086 -0.204405219976821 -0.59897304215202 -0.542835502855464 -0.685407083523841 -0.960365678807947 -0.961525533509934 -0.948509627748344 -0.596319735240364 -0.605617089149007 -0.730635996949338 -0.646541011636424 -0.68016161902553 -0.679718172712252 -0.635980379060927 -0.758942759227152 -0.709863504702881 -0.624792233715464 -0.624792233715464 -0.625317532810927 -0.628892992872185 -0.746053199474835 -0.593938475665894 -0.564035284948675 -0.713357488494371 -0.60754791905 -0.606442095602914 -0.750319990267185 -0.672905376460132 -0.683246774162252 -0.724601913072848 -0.706819532937086 -0.656075963141722 -0.67255701461755 -0.769581811854305
"Participant 6" "WALKING_DOWNSTAIRS" 0.272861277806154 -0.0179871840202769 -0.114062076535692 0.724425820295385 -0.119139523984615 -0.0418698799569231 0.0810191647501231 0.0111831738703883 -0.00760709166249231 -0.0299943332341108 -0.0753451515139385 0.0896570452793846 -0.0984948304849231 -0.0403364984622277 -0.0526007725488923 -0.643976865610462 -0.643976865610462 -0.709498497784615 -0.688119252723385 -0.793904560070769 -0.707836711699415 -0.616682745944615 -0.712641381694769 -0.17777981095312 0.0616206879030769 0.0601691971630062 -0.724120974026769 -0.690704784608615 -0.769676883907692 0.0522476992568615 -0.152361556403385 -0.0923950528935692 -0.747005003507692 -0.743293201203385 -0.708223299233231 -0.0675813806255385 -0.173456368404954 -0.042263787552 -0.671629102015077 0.125245081246923 -0.695040311831446 0.266886426915631 -0.762713223673846 0.00490808083323077 -0.816129218193846 0.199438855847877 0.0124169369179077 -0.00858562530658462 0.00346635214246154 0.0247600845575385 -0.495257788153846 0.161139600984615 0.03909506528 -0.697291758276923 -0.5950160786388 -0.684391883545538 -0.965210746923077 -0.9677120548 -0.944339304461538 -0.714284853880308 -0.673125708298462 -0.787539122049231 -0.793361494763077 -0.750169965556923 -0.706348125978462 -0.780427480596923 -0.80344314184 -0.800129369412615 -0.684404083587692 -0.684404083587692 -0.704574784750462 -0.752836324397231 -0.816837483513539 -0.694192744929231 -0.609644012429385 -0.694904036401846 -0.730174497720308 -0.676539349159692 -0.804014114091508 -0.809075132369231 -0.757436819717539 -0.734774484608308 -0.741964313538769 -0.721233545354154 -0.79031121784 -0.832058695073846
"Participant 7" "WALKING_DOWNSTAIRS" 0.278443766882468 -0.0177039436916331 -0.108008374011364 0.595137749188312 0.011264515487013 0.207635177630747 0.083864803576948 0.0124873943311364 -0.00656192143048701 -0.0134320594553247 -0.0916221815808442 0.077670917112013 -0.107012751503896 -0.0380355479243506 -0.054917109648052 -0.497855575043896 -0.497855575043896 -0.604102486942208 -0.621860610376299 -0.772496064577922 -0.588469991436364 -0.492171930628571 -0.656610094442857 -0.227154160880844 0.0116264301020974 0.0693269733272403 -0.608053711196753 -0.577028674362338 -0.71689361832013 0.0248723805181818 -0.191027788405519 -0.0832862994207792 -0.65179370274026 -0.746656939587662 -0.630768443762987 -0.167189890201623 -0.216418630043409 -0.023028338342987 -0.562860465686364 0.0756842231502338 -0.578356630294156 0.192176758086039 -0.723235215 -0.0976274363662338 -0.80405802974026 0.161133212753571 0.0102489009272727 -0.0107129168534416 0.00115626773441558 0.0032951632275 -0.386608878636364 0.0646952216866883 -0.143331498805844 -0.545562208604546 -0.467789986938734 -0.617443387919156 -0.96337405525974 -0.963620815834416 -0.947324456788961 -0.584227774479416 -0.564730749792185 -0.73528229431513 -0.710100826491558 -0.747060474577922 -0.638050241843571 -0.717317202467532 -0.815663180746753 -0.74784102012987 -0.577188476419481 -0.577188476419481 -0.581683345063182 -0.685222633625 -0.802408757077922 -0.530863642431818 -0.489563752874675 -0.626876263862662 -0.597304252983766 -0.582262529743571 -0.752600154019481 -0.729902408142857 -0.750366855097403 -0.674783958900649 -0.652796596327922 -0.590322002210714 -0.716099158974026 -0.816252826980519
"Participant 8" "WALKING_DOWNSTAIRS" 0.272874158754902 -0.0134359857185392 -0.109256974145098 0.427442164019608 0.131415707235294 0.324591526460784 0.0623496175422549 0.0042889959004902 -0.0088491473917647 -0.02745710185 -0.0863645604539216 0.0937235932588235 -0.113332902438235 -0.0361662899331373 -0.0624073806584314 -0.477473543196078 -0.477473543196078 -0.580237072962745 -0.619464730982353 -0.765155521176471 -0.567302594432353 -0.458700233264706 -0.672377129607843 -0.272053839765873 0.0614602818441176 0.115326282068627 -0.592852017669608 -0.52875239875 -0.709538480980392 -0.0382316149269608 -0.191602396185294 -0.0539783444333333 -0.612431921509804 -0.757386658921569 -0.61648195922549 -0.121489462174216 -0.151545495989314 -0.04516445285 -0.533393394722549 0.0345442413803922 -0.557246057938235 0.0915825727156863 -0.707809479019608 -0.0611452544696078 -0.803998833823529 0.104323558 -0.00836634802745098 0.0509548861853922 0.0479630510784314 0.0601171114833333 -0.269390335196078 -0.0200112441833333 -0.242910774352941 -0.51882747567451 -0.451001632009804 -0.65501904754902 -0.938760871764706 -0.945631712608824 -0.929947717156863 -0.566831878819608 -0.507761571777451 -0.731498485588235 -0.675774671283333 -0.756256388333333 -0.641530863607843 -0.679789953470588 -0.828150481078431 -0.706330996284314 -0.547975544392353 -0.547975544392353 -0.553697953607353 -0.66792522172549 -0.797150858529412 -0.50151767189902 -0.483163177712745 -0.674475567843137 -0.578832681698039 -0.519143422113451 -0.752329835294118 -0.696771855852941 -0.758302774215686 -0.684282309411765 -0.630707465066667 -0.553286710983333 -0.700052773039216 -0.804731131862745
"Participant 8" "SITTING" 0.272029004435754 -0.0194593972191117 -0.10989665180676 0.687215134804469 -0.00261170006368715 0.0819577587784358 0.0814472892569832 0.0167904412048324 -0.00563765116973184 -0.0129630146474302 -0.0900174348575419 0.0735535898117319 -0.0950559384972626 -0.0416751570385475 -0.0593192673898324 -0.55692766888324 -0.55692766888324 -0.606976620842458 -0.581484125297207 -0.664363772172626 -0.629461223880447 -0.56851669399162 -0.554632870215642 -0.141210214246369 0.0803731055787151 0.136028725977039 -0.6309127302 -0.631710545168156 -0.632147528512849 0.0793084332111732 -0.0939851460849162 -0.0704045030407821 -0.69442419972067 -0.56897010298324 -0.652063519935196 -0.00122360268715084 -0.00467584216536313 0.0515530932008939 -0.566434021227933 0.224459398617318 -0.560845681972626 0.209781322851844 -0.562099097264804 0.178273114232961 -0.635509279181006 0.175553335624022 0.0153237650949721 -0.0394133097441341 -0.0101449847078212 -0.0246351806027933 -0.537136626536313 0.0831546349776536 -0.0644260567318436 -0.633298601718045 -0.556606927644525 -0.519590340208939 -0.9701048 -0.969627519944134 -0.943605501284916 -0.620346809041899 -0.616814716377095 -0.647237300784916 -0.757984140223464 -0.559238855251397 -0.655342052312849 -0.736350546592179 -0.607869857956425 -0.756158590167598 -0.609151756324022 -0.609151756324022 -0.571777401377654 -0.54966055322514 -0.619691818180447 -0.636448505997207 -0.57933054910838 -0.539493545602235 -0.644059873215363 -0.627983596412291 -0.662426746402793 -0.778951585865922 -0.557869486013408 -0.688980283060894 -0.697182859364805 -0.589387941599441 -0.623221828601676 -0.626996291506145
"Participant 11" "SITTING" 0.27198477866962 -0.0202380372625918 -0.107353330328797 0.585733373259494 0.0698383127594937 0.126899732964241 0.0786419472715823 0.0217855494967722 -0.00271298905335759 -0.0162640216243671 -0.082900665702057 0.0774914062454114 -0.099550585131962 -0.0441919976422468 -0.0619678225031646 -0.559842847364557 -0.559842847364557 -0.664085094125 -0.611300919832975 -0.710149887267721 -0.660009541363291 -0.597526759227532 -0.572208933161076 -0.224315314804684 0.0208434837178639 0.0791493165927215 -0.683836803554747 -0.693825806389241 -0.663595943398101 0.0126592271313291 -0.143935235206835 -0.0959563437768038 -0.732537603433544 -0.608879827949051 -0.673338613865823 -0.0444041669384494 -0.154414927914873 -0.065499645064557 -0.591197257493671 0.068344900626962 -0.633157121009494 0.212352929794715 -0.640882601221202 0.0315636737731013 -0.686531311886076 0.168425055133544 0.0070666726696519 0.0163105398296835 0.00656361431487342 -0.00091169965879747 -0.399568735632911 0.0209895521202532 -0.0934391065664557 -0.674743100269937 -0.563517354302753 -0.525518548881329 -0.946309943386076 -0.914336074398734 -0.90560804306962 -0.677319259433544 -0.689981230928165 -0.688301329873766 -0.789934098132911 -0.613823021626582 -0.658344793812342 -0.780010211677215 -0.660081538399684 -0.790878109810127 -0.600805289726835 -0.600805289726835 -0.648814309432595 -0.63979309917057 -0.683589132720696 -0.682481060599367 -0.576066501559462 -0.540780703058766 -0.700950472746519 -0.70899792583038 -0.712836307249051 -0.809225687791139 -0.621832684688291 -0.685979510257595 -0.672982647823101 -0.672533199072785 -0.707346725661709 -0.704935067796203
"Participant 14" "SITTING" 0.276218005971517 -0.0196086574531889 -0.111244055114551 0.764332794117647 -0.0195740980340557 0.18718469006356 0.0819383265943653 0.00309591004591331 -0.0105052665197214 0.00093828516749226 -0.0864214214664087 0.0997447726963777 -0.111369288922539 -0.0388248883648607 -0.0564899640655728 -0.527574764662539 -0.527574764662539 -0.73148896749226 -0.552583845176161 -0.813644290402477 -0.691837366439628 -0.527918155907121 -0.690993632972136 -0.340733848079567 -0.168198013331765 -0.141874562077461 -0.756052507399381 -0.680559707863777 -0.814762508823529 -0.160474656467802 -0.41186505618257 -0.308159057207121 -0.59916558852322 -0.770295553467492 -0.692787926934984 -0.267199268801858 -0.371498076424737 -0.167272692424923 -0.644181224198142 -0.0925773869836842 -0.726598315944272 0.14672582355291 -0.701077547770898 -0.254091668839071 -0.847248009752322 0.0106156180747988 -0.00686406190520124 0.0467814978653251 -0.033760053649226 0.0243988832653251 -0.621809978390093 0.0839646618266254 -0.118814482047368 -0.653758393117647 -0.45518346724613 -0.586912424520124 -0.96038103501548 -0.924802717226006 -0.890222645074303 -0.746757466718266 -0.657958789287926 -0.828209904148607 -0.612847757080495 -0.694427785758514 -0.69552344244582 -0.712851899164087 -0.880343670959752 -0.791896972012384 -0.613961298343653 -0.613961298343653 -0.728039783219814 -0.620458759381734 -0.843267953250774 -0.64062554433808 -0.455093900312693 -0.568381519327864 -0.760131053839009 -0.656577354693498 -0.840390556501548 -0.62179304747678 -0.658712781145511 -0.724751316656347 -0.659411725489164 -0.732011110835913 -0.63628122876161 -0.849355381021672
"Participant 15" "SITTING" 0.271547041000305 -0.015263144171247 -0.105427170332317 0.550217659908537 0.162255090652439 0.263832731624604 0.0814850428493902 0.00830255047518293 -0.00808359313635366 -0.0219962451335366 -0.0824195258548781 0.0939087447221037 -0.097528595542622 -0.0406877707887195 -0.0575509384401768 -0.673224551845122 -0.673224551845122 -0.745645965827744 -0.747502530073171 -0.831791265152439 -0.718756503301524 -0.676767020073171 -0.763604920457317 -0.201221057957317 0.0642484644484756 0.174785995017253 -0.755839098408537 -0.747921661917073 -0.800979911006098 0.0118706929042683 -0.125224092812043 -0.0494498117199085 -0.758367006829268 -0.834512545762195 -0.740169163597561 0.00499135321027439 -0.107713318641006 0.0216288905728354 -0.704751934534451 0.116191408816707 -0.737935894 0.209179048759146 -0.813084969664634 -0.00102439083079573 -0.856304935 0.174603918989881 0.0254983239880488 0.019258917947439 -0.0136524614983537 -0.0159535886200915 -0.419072249722561 -0.0505860263064024 -0.172088372287774 -0.69942747460061 -0.658137513970427 -0.748037532408537 -0.967666140152439 -0.961614883179878 -0.959234247621951 -0.740860866067988 -0.733837694265247 -0.806341160304878 -0.80850697514939 -0.835063319908537 -0.750155765283537 -0.781804606871951 -0.861407329207317 -0.812335491585366 -0.696058161320122 -0.696058161320122 -0.734030830704268 -0.796984896900305 -0.850622137957317 -0.692947346161585 -0.670680384650305 -0.759923620060976 -0.748649093062805 -0.736636232168293 -0.810674187743903 -0.824810788204268 -0.837294223079268 -0.776967415487805 -0.739276379085061 -0.731289027696646 -0.821676863722561 -0.854037534817073
"Participant 16" "SITTING" 0.277762326065574 -0.0174269889348768 -0.110319122437705 0.632363826721311 0.0437831480382514 0.208099465510011 0.0770222432153005 0.00293606240803005 -0.0040733666720765 -0.0456526742311202 -0.0656904940440984 0.0958825200087432 -0.0952038093437077 -0.0412989030027869 -0.0540369743265027 -0.630642432568306 -0.630642432568306 -0.709484226539618 -0.70916372655847 -0.830217115846994 -0.675906916807377 -0.644024575228142 -0.737870468893443 -0.171485674931421 0.0873993657180874 0.137585709044536 -0.714895736510109 -0.70458138565847 -0.783021166939891 0.00120903162480874 -0.132747984006831 -0.0646405752836065 -0.752652085464481 -0.817385986939891 -0.715673595237705 -0.0823290013597541 -0.0694261962243989 0.00981004761857924 -0.664883076696175 0.175517923029536 -0.695991517827869 0.228201845380601 -0.791709895409836 -0.00709737409491803 -0.849838455054645 0.186590903851093 0.00471143527592896 0.0176363813697541 0.0256728676907104 -0.0293881454319672 -0.486581965191257 0.0467294450655738 -0.146784635219645 -0.650320358101093 -0.632085502249727 -0.717729018770492 -0.976386160054645 -0.972150500601093 -0.959448788934426 -0.702323288688251 -0.683972244525 -0.795971669098361 -0.79281491418306 -0.818619981830601 -0.703929370087432 -0.795418522559563 -0.860929586639344 -0.786888129945355 -0.665933551243169 -0.665933551243169 -0.700134149706557 -0.76182244875082 -0.848992127213115 -0.641981578472678 -0.650027883952732 -0.729731723989071 -0.716216299901639 -0.683269746021038 -0.807515867322404 -0.806894530964481 -0.821301876502732 -0.728847812262295 -0.719275010801639 -0.707482295646721 -0.78404974484153 -0.858411394535519
"Participant 17" "SITTING" 0.278427261207547 -0.0181730006701887 -0.110729115459623 0.693960250377359 -0.155009367679245 -0.08102951714 0.0786706018860377 0.0158601895426415 0.000875740535433961 -0.0694867915649057 -0.0407185299657698 0.111017889044151 -0.0845956531184906 -0.0495596839046415 -0.0623557792441132 -0.521987003279623 -0.521987003279623 -0.62792061815283 -0.584764667850189 -0.749413267283019 -0.585559291764151 -0.515677635491321 -0.643606689490566 -0.246552481231321 -0.0597890636176604 -0.00674788522679245 -0.627923229656226 -0.610873927973585 -0.726033074630189 -0.102087593139623 -0.301522588078079 -0.189329786586981 -0.646296746366038 -0.695477311727925 -0.609220804060377 -0.137129255644113 -0.188775126321698 -0.116439759476321 -0.545636407724528 0.0306089502727925 -0.601293706442264 0.152748425159623 -0.693632081575094 -0.0581509267746038 -0.760739834320755 0.019176402501283 0.00228311342943396 -0.00632129481132075 0.0621850052075472 -0.0330684749528302 -0.493173304754717 0.188294438809774 0.0809603093426415 -0.571269241715472 -0.491344178647547 -0.590997282943396 -0.969550651018868 -0.95750097464151 -0.943269192037736 -0.615520930511321 -0.58708771539434 -0.750957145735849 -0.707784967950943 -0.697661716188679 -0.59348496849434 -0.707749176479245 -0.772417197169811 -0.723518031320755 -0.556423794653208 -0.556423794653208 -0.614111798873208 -0.664146793264151 -0.75825297583434 -0.56695016985283 -0.512188811702189 -0.597022174271698 -0.637617722075472 -0.589613496080755 -0.77489781909434 -0.728761910766038 -0.703372903018868 -0.6284761674 -0.632355019263019 -0.63375397905283 -0.70394218869434 -0.772504447407547
"Participant 17" "STANDING" 0.274197828640777 -0.0174939973482524 -0.10938416692233 0.405677272718447 -0.0985882358932039 -0.0452020165145631 0.0759209656019417 0.00758580203067961 0.00691584164702913 -0.0302108283783495 -0.0802259976796117 0.0933519032621359 -0.0990040146116505 -0.037236296768932 -0.0556955305174757 -0.942588088834951 -0.942588088834951 -0.968030891747573 -0.922005180582524 -0.974726692524272 -0.969004007572815 -0.934964797184466 -0.948447184271845 -0.136361504149515 -0.0907218867213592 0.0487312371912621 -0.969708197572816 -0.957505135436893 -0.969211581456311 0.127835306737864 -0.158622267649515 -0.0201764202747573 -0.934256169611651 -0.959371980097087 -0.946540748349515 -0.217057816035922 -0.369134991539806 -0.0419010027708738 -0.945162576601942 -0.0128943115886408 -0.961301713009709 0.229832667597087 -0.940244057669903 -0.246851446832039 -0.972649528834951 -0.0375104430582524 0.0244865898539806 -0.00956852388252427 -0.0167614125223301 0.0465231092679612 -0.236739248932039 0.147602685145631 0.0808811074660194 -0.966635506796117 -0.92300341184466 -0.931040210582524 -0.98319325961165 -0.970370070485437 -0.965174736990291 -0.968646017087379 -0.957274237669903 -0.972854929223301 -0.939336723980583 -0.950008049902913 -0.942890598737864 -0.958811322330097 -0.979112525339806 -0.971884185339806 -0.93589006368932 -0.93589006368932 -0.960574513592233 -0.918574834757282 -0.970261466601942 -0.96617157184466 -0.921522877961165 -0.926997198058252 -0.970375966796117 -0.960179727184466 -0.975127949126214 -0.941721076116505 -0.945553682135922 -0.947078815436893 -0.940205788543689 -0.958894082330097 -0.919465580485437 -0.969170159320388
